game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
live a live,39.32,49.99,,27.14,
voice of cards: the beasts of burden,23.59,29.99,,27.13,
dungeon encounters,23.59,29.99,,27.13,
voice of cards: the isle dragon roars,23.59,29.99,,27.13,
voice of cards: the forsaken maiden,23.59,29.99,,27.13,
the diofield chronicle,47.19,59.99,59.99,27.12,27.12
star ocean the divine force,47.19,59.99,59.99,27.12,27.12
neo: the world ends with you,47.19,59.99,,27.12,
secret of mana,31.46,39.99,,27.11,
among us vr,7.86,9.99,,27.1,
sprint vector,23.6,29.99,,27.08,
blade & bones,11.8,14.99,,27.03,
maggie the magnet,3.93,4.99,4.99,26.97,26.97
space roguelike adventure,3.93,4.99,4.99,26.97,26.97
emily wants to play,3.93,4.99,4.99,26.97,26.97
only up!,3.93,4.99,,26.97,
mugsters,3.93,4.99,4.99,26.97,26.97
blow & fly,3.93,4.99,1.99,26.97,-49.36
smalland: survive the wilds,27.56,34.99,12.24,26.96,-55.59
lethal league,11.81,14.99,14.99,26.93,26.93
penguin's road,6.3,7.99,7.99,26.83,26.83
super soccer blast,6.3,7.99,7.99,26.83,26.83
thief town,6.3,7.99,,26.83,
ringlorn saga,6.3,7.99,,26.83,
planetbase,11.82,14.99,14.99,26.82,26.82
broken edge,11.82,14.99,,26.82,
rival megagun,11.82,14.99,14.99,26.82,26.82
tails of iron,19.71,24.99,24.99,26.79,26.79
dawn of man,19.71,24.99,24.99,26.79,26.79
aery - calm mind 3,7.88,9.99,9.99,26.78,26.78
eliosi's hunt,7.88,9.99,,26.78,
sir lovelot,7.88,9.99,9.99,26.78,26.78
super volley blast,7.88,9.99,9.99,26.78,26.78
evasion from hell,7.88,9.99,9.99,26.78,26.78
into the sky,7.88,9.99,9.99,26.78,26.78
aery - a journey beyond time,7.88,9.99,9.99,26.78,26.78
aery - sky castle,7.88,9.99,9.99,26.78,26.78
front mission 2: remake,27.6,34.99,34.99,26.78,26.78
story of a gladiator,8.67,10.99,10.99,26.76,26.76
eldest souls,15.77,19.99,19.99,26.76,26.76
wargroove,15.77,19.99,19.99,26.76,26.76
superliminal,15.77,19.99,19.99,26.76,26.76
strategic mind: fight for freedom,23.66,29.99,29.99,26.75,26.75
south park: snow day!,23.66,29.99,29.99,26.75,26.75
yohane the parhelion -blaze in the deepblue-,23.66,29.99,29.99,26.75,26.75
aztech forgotten gods,23.66,29.99,29.99,26.75,26.75
strategic mind: spectre of communism,23.66,29.99,29.99,26.75,26.75
spellforce: conquest of eo,23.66,29.99,29.99,26.75,26.75
guilty gear -strive-,31.55,39.99,39.99,26.75,26.75
astebros,10.25,12.99,12.99,26.73,26.73
case files: the death of paulette williams,2.36,2.99,,26.69,
36 fragments of midnight,2.36,2.99,,26.69,
spelunky 2,15.78,19.99,19.99,26.68,26.68
tennis club story,7.89,9.99,11.99,26.62,51.96
the alto collection,7.89,9.99,9.99,26.62,26.62
breakout: recharged,7.89,9.99,9.99,26.62,26.62
die after sunset,15.79,19.99,19.99,26.6,26.6
blast brigade vs. the evil legion of dr. cread,15.79,19.99,19.99,26.6,26.6
vostok 2061,7.9,9.99,9.99,26.46,26.46
star hammer: the vanguard prophecy,15.81,19.99,19.99,26.44,26.44
royal roads 2 the magic box,3.95,4.99,,26.33,
astroneer,23.74,29.99,,26.33,
beach invasion 1944,7.91,9.99,,26.3,
the king of fighters 2002 unlimited match,11.87,14.99,,26.28,
the king of fighters '98 ultimate match final edition,11.87,14.99,,26.28,
darkestville castle,11.87,14.99,14.99,26.28,26.28
mulaka,15.83,19.99,19.99,26.28,26.28
outlast,15.83,19.99,19.99,26.28,26.28
styx: shards of darkness,15.83,19.99,19.99,26.28,26.28
age of wonders: planetfall,23.75,29.99,29.99,26.27,26.27
inspector waffles,11.08,13.99,12.99,26.26,17.24
zombie army 4: dead war,39.6,49.99,49.99,26.24,26.24
drunkn bar fight,13.46,16.99,,26.23,
raw data,31.68,39.99,,26.23,
ride 4,31.68,39.99,39.99,26.23,26.23
samurai shodown neogeo collection,31.68,39.99,39.99,26.23,26.23
outlast 2,23.76,29.99,29.99,26.22,26.22
battlewake,23.76,29.99,,26.22,
right and down and dice,9.5,11.99,,26.21,
below,19.8,24.99,24.99,26.21,26.21
dysmantle,15.84,19.99,19.99,26.2,26.2
prison boss vr,15.84,19.99,,26.2,
micegard,7.92,9.99,9.99,26.14,26.14
skullgirls 2nd encore,19.82,24.99,24.99,26.08,26.08
super meat boy forever,15.86,19.99,19.99,26.04,26.04
fantastic contraption,15.86,19.99,,26.04,
donuts'n'justice,3.96,4.99,4.99,26.01,26.01
dusk,15.87,19.99,,25.96,
exophobia,14.26,17.96,14.99,25.95,5.12
techtonica,23.82,29.99,,25.9,
what the golf?,15.88,19.99,,25.88,
gigantosaurus: dino kart,31.77,39.99,39.99,25.87,25.87
pureya,4.76,5.99,5.99,25.84,25.84
arcadia fallen,19.86,24.99,24.49,25.83,23.31
chenso club,7.94,9.99,9.99,25.82,25.82
the end is nigh,11.92,14.99,,25.76,
dirt rally 2.0,11.92,14.99,9.09,25.76,-23.74
spacewing war,5.56,6.99,6.99,25.72,25.72
arcadian atlas,15.9,19.99,19.99,25.72,25.72
i expect you to die,19.88,24.99,,25.7,
unknown 9: awakening,39.77,49.99,49.99,25.7,25.7
brotato,3.97,4.99,4.99,25.69,25.69
arcade paradise,15.91,19.99,19.99,25.64,25.64
goat simulator 3,23.88,29.99,29.99,25.59,25.59
phoenotopia: awakening,15.92,19.99,19.99,25.57,25.57
stranded: alien dawn,27.87,34.99,34.99,25.55,25.55
disney epic mickey: rebrushed,47.79,59.99,59.99,25.53,25.53
tribe: primitive builder,15.94,19.99,19.99,25.41,25.41
tesla force,13.55,16.99,16.99,25.39,25.39
skeletal avenger,13.55,16.99,16.99,25.39,25.39
cosmophony,3.98,4.99,,25.38,
neighborhorde,3.98,4.99,4.99,25.38,25.38
sonic colors: ultimate,31.9,39.99,39.99,25.36,25.36
pure pool,7.97,9.99,9.99,25.35,25.35
oxenfree,7.97,9.99,9.99,25.35,25.35
shank,7.97,9.99,9.99,25.35,25.35
oxenfree ii: lost signals,15.95,19.99,,25.33,
salt and sacrifice,15.95,19.99,,25.33,
cygni: all guns blazing,23.93,29.99,29.99,25.32,25.32
tekken 8,55.88,69.99,69.99,25.25,25.25
rush rally origins,11.97,14.99,14.49,25.23,21.05
illusion of l'phalcia,11.98,14.99,14.99,25.13,25.13
chronus arc,11.98,14.99,14.99,25.13,25.13
frane: dragons' odyssey,11.98,14.99,14.99,25.13,25.13
lunar nightmare,3.19,3.99,,25.08,
runout,3.99,4.99,4.99,25.06,25.06
the bounty huntress,3.99,4.99,4.99,25.06,25.06
doom 64,3.99,4.99,4.99,25.06,25.06
zombie derby,3.99,4.99,4.99,25.06,25.06
dr. oil,3.99,4.99,4.99,25.06,25.06
null drifter,3.99,4.99,4.99,25.06,25.06
rage among the stars,3.99,4.99,,25.06,
anime rpg: isekai journey,3.99,4.99,,25.06,
demonic supremacy,5.59,6.99,6.99,25.04,25.04
the rumble fish +,6.39,7.99,7.99,25.04,25.04
heaven dust,6.39,7.99,9.99,25.04,56.34
travel the words,7.99,9.99,,25.03,
electronic super joy,7.99,9.99,9.99,25.03,25.03
escape from terror city,7.99,9.99,9.99,25.03,25.03
doom 3,7.99,9.99,9.99,25.03,25.03
steampunk tower 2,7.99,9.99,1.95,25.03,-75.59
jet set radio,7.99,9.99,,25.03,
crazy taxi,7.99,9.99,,25.03,
no time to relax,11.19,13.99,13.99,25.02,25.02
heaven dust 2,11.99,14.99,,25.02,
save koch,11.99,14.99,14.99,25.02,25.02
just shapes & beats,15.99,19.99,19.99,25.02,25.02
to hell with the ugly,15.99,19.99,19.99,25.02,25.02
yakuza: like a dragon,15.99,19.99,19.99,25.02,25.02
your toy,15.99,19.99,14.99,25.02,-6.25
mr. run and jump,19.99,24.99,24.99,25.01,25.01
golem gates,19.99,24.99,24.99,25.01,25.01
ghost trick: phantom detective,23.99,29.99,29.99,25.01,25.01
the riftbreaker,23.99,29.99,29.99,25.01,25.01
mechwarrior 5: mercenaries,23.99,29.99,29.99,25.01,25.01
outcast - a new beginning,31.99,39.99,39.99,25.01,25.01
new tales from the borderlands,31.99,39.99,39.99,25.01,25.01
"warhammer 40,000: battlesector",31.99,39.99,39.99,25.01,25.01
tintin reporter - cigars of the pharaoh,31.99,39.99,39.99,25.01,25.01
rugby 22,39.99,49.99,49.99,25.01,25.01
monochrome mobius: rights and wrongs forgotten,47.99,59.99,,25.01,
axiom verge,16.01,19.99,19.99,24.86,24.86
kena: bridge of spirits,32.03,39.99,39.99,24.85,24.85
ben 10,20.02,24.99,24.99,24.83,24.83
caverns of mars: recharged,8.01,9.99,9.99,24.72,24.72
of bird and cage,8.01,9.99,9.99,24.72,24.72
cathedral,12.02,14.99,,24.71,
cyubevr,24.05,29.99,,24.7,
naruto x boruto ultimate ninja storm connections,48.11,59.99,35.99,24.69,-25.19
subnautica,24.08,29.99,29.99,24.54,24.54
subnautica: below zero,24.08,29.99,29.99,24.54,24.54
fullblast,4.81,5.99,5.99,24.53,24.53
prison simulator,16.06,19.99,19.99,24.47,24.47
tacoma,16.06,19.99,19.99,24.47,24.47
cyber pool,4.01,4.99,4.99,24.44,24.44
feist,8.03,9.99,9.99,24.41,24.41
dadish 3,8.03,9.99,2.1,24.41,-73.85
fox n forests,8.03,9.99,9.99,24.41,24.41
super xyx,8.03,9.99,9.99,24.41,24.41
runestone keeper,8.03,9.99,,24.41,
fragments of him,8.03,9.99,9.99,24.41,24.41
forma.8,8.03,9.99,9.99,24.41,24.41
dogfight 1942,8.03,9.99,,24.41,
baldur's gate 3,56.26,69.99,69.99,24.4,24.4
omno,15.27,18.99,18.99,24.36,24.36
winter ember,24.12,29.99,29.99,24.34,24.34
stray,24.12,29.99,29.99,24.34,24.34
rebel galaxy outlaw,24.12,29.99,29.99,24.34,24.34
death end re;quest,24.12,29.99,,24.34,
tin & kuna,24.12,29.99,29.99,24.34,24.34
citizens unite!: earth x space,24.12,29.99,,24.34,
the demon rush: legends corrupt,14.47,17.99,,24.33,
deliver us the moon,20.1,24.99,24.99,24.33,24.33
synthetic lover,20.1,24.99,,24.33,
bqm - blockquest maker remastered,20.1,24.99,,24.33,
pine,20.1,24.99,,24.33,
outer wilds,20.1,24.99,24.99,24.33,24.33
achilles: legends untold,20.1,24.99,24.99,24.33,24.33
blackwind,20.1,24.99,24.99,24.33,24.33
tyr: chains of valhalla,8.84,10.99,,24.32,
yestermorrow,16.08,19.99,19.99,24.32,24.32
hermitage: strange case files,16.08,19.99,19.99,24.32,24.32
gunscape,16.08,19.99,19.99,24.32,24.32
operation babel: new tokyo legacy,16.08,19.99,,24.32,
worldless,16.08,19.99,19.99,24.32,24.32
airoheart,16.08,19.99,5.63,24.32,-64.99
pyre,16.08,19.99,,24.32,
maize,16.08,19.99,19.99,24.32,24.32
space tail: every journey leads home,16.08,19.99,,24.32,
tangle tower,16.08,19.99,19.99,24.32,24.32
criminal girls: invite only,16.08,19.99,,24.32,
kungfu kickball,16.08,19.99,19.99,24.32,24.32
operation abyss: new tokyo legacy,16.08,19.99,,24.32,
the vanishing of ethan carter,16.08,19.99,19.99,24.32,24.32
beyond blue,16.08,19.99,19.99,24.32,24.32
projection: first light,16.08,19.99,19.99,24.32,24.32
john wick hex,16.08,19.99,19.99,24.32,24.32
neon city riders,16.08,19.99,19.99,24.32,24.32
charon's staircase,16.08,19.99,19.99,24.32,24.32
cladun returns: this is sengoku!,16.08,19.99,,24.32,
yomawari: night alone,16.08,19.99,,24.32,
siegecraft commander,16.08,19.99,19.99,24.32,24.32
yomawari: midnight shadows,16.08,19.99,,24.32,
steelrising,40.21,49.99,,24.32,
sayonara wild hearts,10.45,12.99,12.99,24.31,24.31
handball 21,32.17,39.99,29.99,24.31,-6.78
neptunia virtual stars,32.17,39.99,,24.31,
big rumble boxing: creed champions,32.17,39.99,39.99,24.31,24.31
yumeutsutsu re:master,52.28,64.99,,24.31,
viking squad,12.06,14.99,,24.3,
lovecraft's untold stories,12.06,14.99,14.99,24.3,24.3
verlet swing,12.06,14.99,14.99,24.3,24.3
form,12.06,14.99,,24.3,
sanity of morris,12.06,14.99,14.99,24.3,24.3
towerfall ascension,12.06,14.99,14.99,24.3,24.3
through the darkest of times,12.06,14.99,14.99,24.3,24.3
ironcast,12.06,14.99,14.99,24.3,24.3
catie in meowmeowland,12.06,14.99,14.99,24.3,24.3
casual sport series: hockey,4.82,5.99,5.99,24.27,24.27
sokobunny,4.82,5.99,5.99,24.27,24.27
whipseey and the lost atlas,4.82,5.99,5.99,24.27,24.27
spheroids,6.43,7.99,7.99,24.26,24.26
timespinner,16.1,19.99,19.99,24.16,24.16
choo-choo charles,16.1,19.99,19.99,24.16,24.16
ryan's rescue squad,32.21,39.99,,24.15,
gnomes garden: halloween,4.02,4.99,,24.13,
knight solitaire,4.02,4.99,,24.13,
magazine mogul,7.89,9.79,11.99,24.08,51.96
furi,16.12,19.99,19.99,24.01,24.01
shovel knight pocket dungeon,16.12,19.99,,24.01,
yuoni,17.74,21.99,21.99,23.96,23.96
anglerfish,8.06,9.99,,23.95,
vrog,3.22,3.99,,23.91,
josh journey: darkness totems,11.3,13.99,13.99,23.81,23.81
ys viii: lacrimosa of dana,32.3,39.99,,23.81,
sanctum 2,12.11,14.99,,23.78,
space intervention,0.8,0.99,,23.75,
funny truck,0.8,0.99,,23.75,
rainbow snake,0.8,0.99,,23.75,
flywrench,5.65,6.99,,23.72,
siralim 3,12.12,14.99,,23.68,
the witch's house mv,12.12,14.99,14.99,23.68,23.68
cryptark,12.12,14.99,,23.68,
apotheon,12.12,14.99,,23.68,
ziggurat,12.12,14.99,14.99,23.68,23.68
race the sun,8.08,9.99,9.99,23.64,23.64
super skull smash go! 2 turbo,8.08,9.99,,23.64,
quest for infamy,8.08,9.99,9.99,23.64,23.64
boyfriend dungeon,16.17,19.99,19.99,23.62,23.62
iconoclasts,16.17,19.99,19.99,23.62,23.62
roundguard,16.17,19.99,19.99,23.62,23.62
starwhal,9.7,11.99,11.99,23.61,23.61
sokomage,1.61,1.99,6.18,23.6,283.85
arcade game series: pac-man,3.23,3.99,3.99,23.53,23.53
puzzmix,3.23,3.99,3.99,23.53,23.53
arcade game series: ms. pac-man,3.23,3.99,3.99,23.53,23.53
extreme exorcism,4.85,5.99,5.99,23.51,23.51
crimsonland,11.33,13.99,13.99,23.48,23.48
a little lily princess,12.14,14.99,14.99,23.48,23.48
tiny troopers: global ops,16.19,19.99,19.99,23.47,23.47
tin hearts,16.19,19.99,19.99,23.47,23.47
stilt,16.19,19.99,,23.47,
the last stand: aftermath,20.24,24.99,24.99,23.47,23.47
wild bastards,28.34,34.99,34.99,23.47,23.47
serious sam: siberian mayhem,16.21,19.99,1.75,23.32,-89.2
arca's path vr,16.21,19.99,,23.32,
dragon ball xenoverse 2,16.21,19.99,9.99,23.32,-38.37
the dark pictures anthology: little hope,16.21,19.99,19.99,23.32,23.32
pac-man museum+,16.21,19.99,19.99,23.32,23.32
stray souls,24.32,29.99,29.99,23.31,23.31
another crab's treasure,24.32,29.99,29.99,23.31,23.31
miles & kilo,6.48,7.99,7.99,23.3,23.3
cult of the lamb,20.27,24.99,24.99,23.29,23.29
hatsune miku vr,20.27,24.99,,23.29,
sand land,48.66,59.99,29.99,23.28,-38.37
garden city,4.05,4.99,4.99,23.21,23.21
lost artifacts: time machine,4.05,4.99,9.99,23.21,146.67
lost artifacts: soulstone,4.05,4.99,9.99,23.21,146.67
charlie the roach,4.05,4.99,,23.21,
royal roads,4.05,4.99,9.99,23.21,146.67
chess gambit,8.11,9.99,9.99,23.18,23.18
lair of the clockwork god,16.23,19.99,19.99,23.17,23.17
hyper gunsport,20.3,24.99,24.99,23.1,23.1
house of golf 2,25.99,31.99,29.99,23.09,15.39
dandy & randy dx,5.68,6.99,6.99,23.06,23.06
skye tales,11.37,13.99,,23.04,
nowhere prophet,20.31,24.99,24.99,23.04,23.04
re:touring,8.12,9.99,9.99,23.03,23.03
siralim,8.12,9.99,,23.03,
missile command: recharged,8.12,9.99,9.99,23.03,23.03
cyber mission,8.12,9.99,9.99,23.03,23.03
freshly frosted,8.12,9.99,9.99,23.03,23.03
quake,8.12,9.99,9.99,23.03,23.03
yars: recharged,8.12,9.99,9.99,23.03,23.03
quantum: recharged,8.12,9.99,9.99,23.03,23.03
asteroids: recharged,8.12,9.99,9.99,23.03,23.03
samurai bringer,8.12,9.99,,23.03,
dodgeball academia,20.32,24.99,24.99,22.98,22.98
streets of rage 4,20.32,24.99,24.99,22.98,22.98
ages of mages: the last keeper,9.75,11.99,11.99,22.97,22.97
surf world series,12.19,14.99,14.99,22.97,22.97
siralim 2,12.19,14.99,,22.97,
gunvolt records cychronicle,12.19,14.99,,22.97,
touhou luna nights,14.63,17.99,17.99,22.97,22.97
flashback 2,32.52,39.99,39.99,22.97,22.97
high on life,32.52,39.99,39.99,22.97,22.97
the karate kid: street rumble,32.52,39.99,39.99,22.97,22.97
crysis remastered,24.39,29.99,29.99,22.96,22.96
sonic superstars,48.79,59.99,59.99,22.96,22.96
fossil hunters,13.82,16.99,16.99,22.94,22.94
koa and the five pirates of mara,16.26,19.99,19.99,22.94,22.94
hauntii,16.26,19.99,19.99,22.94,22.94
unsighted,16.26,19.99,19.99,22.94,22.94
knights of braveland,16.26,19.99,19.99,22.94,22.94
signs of the sojourner,16.26,19.99,19.99,22.94,22.94
drunken fist 2: zombie hangover,6.5,7.99,7.99,22.92,22.92
loopindex,4.06,4.99,4.99,22.91,22.91
andromeda survivors,2.84,3.49,4.99,22.89,75.7
exit slum 11,1.62,1.99,,22.84,
my friend peppa pig,32.57,39.99,39.99,22.78,22.78
jumanji: wild adventures,32.57,39.99,39.99,22.78,22.78
aurora's journey and the pitiful lackey,12.21,14.99,,22.77,
use your words,12.21,14.99,14.99,22.77,22.77
frontball planet,12.21,14.99,,22.77,
undermine,16.3,19.99,19.99,22.64,22.64
persona 3 reload,57.08,69.99,69.99,22.62,22.62
the dreamlands: aisling's quest,4.07,4.99,,22.6,
seven doors,4.07,4.99,4.99,22.6,22.6
voodoo dice,4.07,4.99,,22.6,
nightghast,2.44,2.99,8.32,22.54,240.98
the galactic junkers,13.87,16.99,9.33,22.49,-32.73
blazing chrome,13.87,16.99,16.99,22.49,22.49
eagle flight,16.32,19.99,,22.49,
battle worlds: kronos,16.32,19.99,19.99,22.49,22.49
bubsy: the woolies strike back,16.32,19.99,,22.49,
gunhead,16.32,19.99,,22.49,
wolfenstein: youngblood,16.32,19.99,19.99,22.49,22.49
shaq fu: a legend reborn,16.32,19.99,19.99,22.49,22.49
war tech fighters,16.32,19.99,19.99,22.49,22.49
super daryl deluxe,16.32,19.99,,22.49,
arcade spirits,16.32,19.99,19.99,22.49,22.49
wolfenstein: the old blood,16.32,19.99,19.99,22.49,22.49
potion permit,16.32,19.99,10.99,22.49,-32.66
wolfenstein: the new order,16.32,19.99,19.99,22.49,22.49
wolfenstein: cyberpilot,16.32,19.99,,22.49,
masquerada: songs and shadows,16.32,19.99,19.99,22.49,22.49
road not taken,12.24,14.99,,22.47,
klang 2,12.24,14.99,14.99,22.47,22.47
hammerhelm,12.24,14.99,14.99,22.47,22.47
torment: tides of numenera,24.49,29.99,34.99,22.46,42.87
disaster report 4: summer memories,48.99,59.99,,22.45,
terratech,20.41,24.99,24.99,22.44,22.44
rain world,20.41,24.99,24.99,22.44,22.44
fallout 76,32.66,39.99,39.99,22.44,22.44
the dwarves,32.66,39.99,39.99,22.44,22.44
minecraft legends,32.66,39.99,39.99,22.44,22.44
flower shop: summer in fairbrook,8.16,9.99,9.99,22.43,22.43
white noise 2,8.16,9.99,9.99,22.43,22.43
deadbolt,8.16,9.99,,22.43,
tetragon,8.16,9.99,9.99,22.43,22.43
nova strike,8.16,9.99,9.99,22.43,22.43
black widow: recharged,8.16,9.99,9.99,22.43,22.43
flower shop: winter in fairbrook,8.16,9.99,9.99,22.43,22.43
derelict fleet,8.16,9.99,,22.43,
contrast,8.16,9.99,9.99,22.43,22.43
sylvio,10.61,12.99,8.48,22.43,-20.08
gunhouse,5.71,6.99,,22.42,
a castle full of cats,3.26,3.99,3.99,22.39,22.39
headliner: novinews,11.44,13.99,13.99,22.29,22.29
looney tunes: wacky world of sports,40.88,49.99,49.99,22.28,22.28
"warhammer 40,000: shootas, blood & teef",16.35,19.99,19.99,22.26,22.26
windjammers 2,16.35,19.99,19.99,22.26,22.26
valfaris: mecha therion,16.35,19.99,19.99,22.26,22.26
praey for the gods,24.55,29.99,29.99,22.16,22.16
thief simulator 2,16.37,19.99,11.99,22.11,-26.76
rise of the third power,16.37,19.99,19.99,22.11,22.11
hypnospace outlaw,16.38,19.99,19.99,22.04,22.04
flyhunter origins,3.27,3.99,,22.02,
z-warp,5.73,6.99,6.99,21.99,21.99
looking for aliens,5.73,6.99,6.99,21.99,21.99
wind of shuriken,6.55,7.99,,21.98,
riptide gp: renegade,8.19,9.99,9.99,21.98,21.98
linelight,8.19,9.99,,21.98,
cubers: arena,12.29,14.99,14.99,21.97,21.97
virgo versus the zodiac,16.39,19.99,19.99,21.96,21.96
yakuza kiwami,16.39,19.99,19.99,21.96,21.96
lil gator game,16.39,19.99,19.99,21.96,21.96
yakuza kiwami 2,16.39,19.99,19.99,21.96,21.96
yakuza 0,16.39,19.99,19.99,21.96,21.96
ragnarock,20.49,24.99,,21.96,
crysis 3 remastered,24.59,29.99,29.99,21.96,21.96
atari 50: the anniversary celebration,32.79,39.99,39.99,21.96,21.96
wild park manager,8.03,9.79,,21.92,
arcade spirits: the new challengers,16.41,19.99,19.99,21.82,21.82
the pedestrian,16.41,19.99,19.99,21.82,21.82
curious expedition 2,16.41,19.99,19.99,21.82,21.82
q.u.b.e. 10th anniversary,16.41,19.99,19.99,21.82,21.82
tau cubis,5.74,6.99,,21.78,
suhoshin,12.31,14.99,,21.77,
poi,8.21,9.99,,21.68,
together we live,8.21,9.99,9.99,21.68,21.68
varney lake,8.21,9.99,9.99,21.68,21.68
monica e a guarda dos coelhos,12.32,14.99,14.99,21.67,21.67
no heroes here,12.32,14.99,,21.67,
blacksmith of the sand kingdom,16.43,19.99,9.99,21.67,-39.2
outriders,16.43,19.99,19.99,21.67,21.67
mothmen 1966,7.39,8.99,8.99,21.65,21.65
max payne,7.39,8.99,,21.65,
manitas kitchen,10.68,12.99,12.99,21.63,21.63
tactics ogre: reborn,41.1,49.99,,21.63,
infinity strash: dragon quest the adventure of dai,49.32,59.99,59.99,21.63,21.63
stranger of paradise final fantasy origin,32.88,39.99,39.99,21.62,21.62
silver screen story,8.05,9.79,,21.61,
long gone days,20.55,24.99,24.99,21.61,21.61
have a nice death,20.55,24.99,12.49,21.61,-39.22
actraiser renaissance,24.66,29.99,,21.61,
the blackout club,24.66,29.99,29.99,21.61,21.61
dustborn,24.66,29.99,29.99,21.61,21.61
railroads online,32.89,39.99,39.99,21.59,21.59
faster than bolt,5.75,6.99,,21.57,
werewolf pinball,2.46,2.99,2.99,21.54,21.54
mummy pinball,2.46,2.99,2.99,21.54,21.54
pirates pinball,2.46,2.99,2.99,21.54,21.54
halloween pinball,2.46,2.99,2.99,21.54,21.54
basketball pinball,2.46,2.99,2.99,21.54,21.54
dragon pinball,2.46,2.99,2.99,21.54,21.54
red matter 2,24.68,29.99,,21.52,
the gallery,12.34,14.99,14.99,21.47,21.47
when the past was around,6.99,8.49,8.49,21.46,21.46
danganronpa: trigger happy havoc,16.46,19.99,,21.45,
whitestone,12.52,15.2,19.99,21.41,59.66
beasts of maravilla island,8.23,9.99,9.99,21.39,21.39
bugsnax,20.59,24.99,24.99,21.37,21.37
temtem,37.07,44.99,44.99,21.36,21.36
neptunia: sisters vs sisters,41.19,49.99,2.65,21.36,-93.57
fairy fencer f: refrain chord,41.19,49.99,,21.36,
robby's adventure,1.64,1.99,,21.34,
beneath oresa,20.6,24.99,24.99,21.31,21.31
"warhammer 40,000: rogue trader",41.21,49.99,49.99,21.31,21.31
vetrix worlds,12.36,14.99,,21.28,
climber: sky is the limit,16.49,19.99,12.49,21.22,-24.26
cooking simulator,16.49,19.99,19.99,21.22,21.22
the spectrum retreat,10.72,12.99,12.99,21.18,21.18
skate city,12.37,14.99,14.99,21.18,21.18
skatebird,16.5,19.99,19.99,21.15,21.15
fracked,16.5,19.99,,21.15,
ancient weapon holly,14.85,17.99,,21.14,
nobody wants to die,20.63,24.99,12.49,21.13,-39.46
ib,12.38,14.99,,21.08,
gas station simulator,16.51,19.99,19.99,21.08,21.08
bulb boy,7.43,8.99,8.99,21.0,21.0
the quintessential quintuplets - memories of a quintessential summer,28.92,34.99,,20.99,
the quintessential quintuplets - five memories spent with you,28.92,34.99,,20.99,
