game_title,steam_price,ps_price,xbox_price,ps_vs_steam_gap_pct,xbox_vs_steam_gap_pct
spongebob squarepants: battle for bikini bottom - rehydrated,21.95,29.99,29.99,36.63,36.63
nurse love addiction,29.27,39.99,,36.62,
the walking dead: destinies,36.6,49.99,49.99,36.58,36.58
kaiju wars,14.64,19.99,5.99,36.54,-59.08
funk of titans,5.12,6.99,6.99,36.52,36.52
hopiko,5.12,6.99,6.99,36.52,36.52
antarctica 88,5.12,6.99,3.87,36.52,-24.41
death park 2,5.12,6.99,5.99,36.52,16.99
the curious tale of the stolen pets,7.32,9.99,,36.48,
of mice and sand -revised-,7.32,9.99,,36.48,
skydrift,7.32,9.99,,36.48,
minit,7.32,9.99,9.99,36.48,36.48
anna - extended edition,7.32,9.99,,36.48,
grow up,7.32,9.99,9.99,36.48,36.48
i am alive,10.99,14.99,14.99,36.4,36.4
spelunky,10.99,14.99,19.99,36.4,81.89
from dust,10.99,14.99,14.99,36.4,36.4
trials of the blood dragon,10.99,14.99,14.99,36.4,36.4
black the fall,10.99,14.99,14.99,36.4,36.4
children of zodiarcs,13.19,17.99,17.99,36.39,36.39
remnant: from the ashes,29.32,39.99,9.99,36.39,-65.93
dwarrows,21.99,29.99,29.99,36.38,36.38
monopoly madness,21.99,29.99,29.99,36.38,36.38
blair witch,21.99,29.99,29.99,36.38,36.38
soulvars,12.46,16.99,16.99,36.36,36.36
i'm hungry,12.46,16.99,,36.36,
apsulov: end of gods,14.66,19.99,29.99,36.36,104.57
naruto: ultimate ninja storm,14.66,19.99,9.99,36.36,-31.86
blacksad: under the skin,14.66,19.99,19.99,36.36,36.36
naruto shippuden: ultimate ninja storm 2,14.66,19.99,9.99,36.36,-31.86
shakedown: hawaii,14.66,19.99,,36.36,
nexomon: extinction,14.66,19.99,19.99,36.36,36.36
tooth and tail,14.66,19.99,,36.36,
oddballers,14.66,19.99,19.99,36.36,36.36
lost sphear,36.66,49.99,,36.36,
grow home,5.86,7.99,,36.35,
roombo: first blood,3.66,4.99,4.99,36.34,36.34
890b,3.66,4.99,4.99,36.34,36.34
monster blast,4.1,5.59,,36.34,
radon break,4.1,5.59,6.99,36.34,70.49
spencer,4.1,5.59,6.99,36.34,70.49
red faction ii,5.55,7.56,,36.22,
wasteland 3,29.37,39.99,39.99,36.16,36.16
super pixel racers,11.02,14.99,14.99,36.03,36.03
enter the gungeon,11.02,14.99,14.99,36.03,36.03
hotline miami 2: wrong number,11.02,14.99,14.99,36.03,36.03
alfred hitchcock - vertigo,14.7,19.99,19.99,35.99,35.99
"death, soul & robots",3.67,4.99,4.99,35.97,35.97
focus on you,29.41,39.99,,35.97,
outbreak the fedora files: what lydia knows,14.71,19.99,,35.89,
hardcore mecha,14.72,19.99,24.99,35.8,69.77
slavicpunk: oldtimer,13.25,17.99,17.99,35.77,35.77
farming simulator 22,29.46,39.99,39.99,35.74,35.74
cuisineer,22.1,29.99,29.99,35.7,35.7
tortuga - a pirate's tale,22.12,29.99,29.99,35.58,35.58
tamarin,22.12,29.99,29.99,35.58,35.58
demon skin,7.37,9.99,9.99,35.55,35.55
anonymous;code,44.26,59.99,,35.54,
teratopia,11.06,14.99,14.99,35.53,35.53
albatroz,29.52,39.99,39.99,35.47,35.47
horse club adventures,14.76,19.99,19.99,35.43,35.43
bang bang racing,7.38,9.99,,35.37,
coffin dodgers,8.86,11.99,11.99,35.33,35.33
broken roads,29.55,39.99,39.99,35.33,35.33
graceful explosion machine,9.6,12.99,,35.31,
tested on humans: escape room,7.39,9.99,9.99,35.18,35.18
palindrome syndrome: escape room,7.39,9.99,9.99,35.18,35.18
otxo,11.09,14.99,,35.17,
table of tales: the crooked crown,14.79,19.99,,35.16,
f.i.s.t.: forged in shadow torch,22.19,29.99,29.99,35.15,35.15
azure striker gunvolt 3,22.19,29.99,29.99,35.15,35.15
adventure academia: the fractured continent,29.59,39.99,,35.15,
bloodwash,7.4,9.99,9.99,35.0,35.0
conscript,16.29,21.99,21.99,34.99,34.99
shadow gambit: the cursed crew,33.33,44.99,39.99,34.98,19.98
neverawake,18.52,24.99,24.99,34.94,34.94
orbital racer,11.11,14.99,14.99,34.92,34.92
songs of conquest,25.94,34.99,34.99,34.89,34.89
shotgun king: the final checkmate,9.26,12.49,12.49,34.88,34.88
sparkle 2 evo,3.7,4.99,2.99,34.86,-19.19
the outbound ghost,18.35,24.74,,34.82,
artpulse,9.64,12.99,,34.75,
critter crunch,5.19,6.99,,34.68,
tricky towers,11.13,14.99,14.99,34.68,34.68
headsnatchers,11.13,14.99,,34.68,
randal's monday,10.39,13.99,,34.65,
reus,7.42,9.99,14.99,34.64,102.02
hyper jam,11.14,14.99,14.99,34.56,34.56
space accident,7.43,9.99,9.99,34.45,34.45
maze blaze,7.43,9.99,9.99,34.45,34.45
marooners,7.43,9.99,9.99,34.45,34.45
book quest,5.2,6.99,6.99,34.42,34.42
until you fall,18.6,24.99,,34.35,
nobody saves the world,18.6,24.99,24.99,34.35,34.35
shadow man remastered,14.88,19.99,19.99,34.34,34.34
space gladiators,11.16,14.99,14.99,34.32,34.32
succubus,18.61,24.99,,34.28,
daymare: 1994 sandcastle,26.06,34.99,20.99,34.27,-19.46
back then,11.17,14.99,,34.2,
life of slime,3.72,4.99,,34.14,
inside my radio,11.18,14.99,14.99,34.08,34.08
lara croft go,5.46,7.32,,34.07,
neuroworm,5.96,7.99,,34.06,
creaks,14.92,19.99,19.99,33.98,33.98
turok,14.92,19.99,19.99,33.98,33.98
tokyo 42,14.92,19.99,19.99,33.98,33.98
falling out,11.19,14.99,5.42,33.96,-51.56
silt,11.19,14.99,24.01,33.96,114.57
steamworld heist ii,22.39,29.99,29.99,33.94,33.94
strategic mind: the pacific,22.39,29.99,11.8,33.94,-47.3
wizard with a gun,18.66,24.99,24.99,33.92,33.92
hammerwatch ii,18.66,24.99,24.99,33.92,33.92
insectum - epic battles of bugs,7.46,9.99,9.99,33.91,33.91
thunder wolves,7.46,9.99,,33.91,
the dark pictures anthology: house of ashes,22.4,29.99,29.99,33.88,33.88
as dusk falls,22.4,29.99,29.99,33.88,33.88
kids learn,5.97,7.99,,33.84,
dusty raging fist,11.2,14.99,,33.84,
flaskoman,3.73,4.99,4.99,33.78,33.78
pixel gladiator,3.73,4.99,4.99,33.78,33.78
roads of time,3.73,4.99,4.99,33.78,33.78
hero must die. again,29.9,39.99,,33.75,
between time: escape room,7.47,9.99,9.99,33.73,33.73
regular factory: escape room,7.47,9.99,9.99,33.73,33.73
super kids racing,7.47,9.99,,33.73,
highway driving,7.47,9.99,,33.73,
space explore,7.47,9.99,,33.73,
horror adventure vr,7.47,9.99,,33.73,
a summer with the shiba inu,7.47,9.99,9.99,33.73,33.73
horror adventure,7.47,9.99,,33.73,
quiz time,7.47,9.99,,33.73,
gleamlight,14.95,19.99,3.99,33.71,-73.31
decay of logos,11.96,15.99,19.99,33.7,67.14
toejam & earl: back in the groove!,11.22,14.99,14.99,33.6,33.6
quintus and the absent truth,7.48,9.99,9.99,33.56,33.56
bunny mahjo,2.24,2.99,,33.48,
v rising,29.97,39.99,,33.43,
gardener's path,3.74,4.99,4.99,33.42,33.42
scourge: outbreak,5.99,7.99,,33.39,
balloon girl,5.99,7.99,,33.39,
the perplexing orb 2,7.49,9.99,,33.38,
premium pool arena,7.49,9.99,9.99,33.38,33.38
a-men 2,8.99,11.99,,33.37,
valthirian arc: hero school story,11.24,14.99,,33.36,
doom vfr,11.24,14.99,,33.36,
hell warders,11.24,14.99,14.99,33.36,33.36
super meat boy,11.24,14.99,14.99,33.36,33.36
eufloria hd,11.24,14.99,,33.36,
songbird symphony,12.74,16.99,,33.36,
sublevel zero redux,14.99,19.99,19.99,33.36,33.36
41 hours,14.99,19.99,19.99,33.36,33.36
nova lands,14.99,19.99,19.99,33.36,33.36
dark devotion,14.99,19.99,,33.36,
mages of mystralia,14.99,19.99,19.99,33.36,33.36
agents of mayhem,14.99,19.99,19.99,33.36,33.36
deadcraft,14.99,19.99,3.99,33.36,-73.38
hookbots,14.99,19.99,19.99,33.36,33.36
remorse: the list,14.99,19.99,19.99,33.36,33.36
shadowrun: hong kong - extended edition,14.99,19.99,19.99,33.36,33.36
speed brawl,14.99,19.99,19.99,33.36,33.36
fade to silence,22.49,29.99,29.99,33.35,33.35
gal*gun 2,22.49,29.99,,33.35,
road maintenance simulator,22.49,29.99,29.99,33.35,33.35
the missing: j.j. macfield and the island of memories,22.49,29.99,29.99,33.35,33.35
oceanhorn 2: knights of the lost realm,22.49,29.99,,33.35,
white day: a labyrinth named school,22.49,29.99,29.99,33.35,33.35
phantom doctrine,29.99,39.99,39.99,33.34,33.34
kingdoms of amalur: re-reckoning,29.99,39.99,39.99,33.34,33.34
little witch academia: vr broom racing,29.99,39.99,,33.34,
plateup!,15.0,19.99,19.99,33.27,33.27
ethan: meteor hunter,7.5,9.99,9.99,33.2,33.2
pang adventures,7.5,9.99,9.99,33.2,33.2
luftrausers,7.5,9.99,,33.2,
hotline miami,7.5,9.99,9.99,33.2,33.2
huntdown,15.01,19.99,19.99,33.18,33.18
volume,15.01,19.99,,33.18,
dread nautical,15.01,19.99,19.99,33.18,33.18
caladrius blaze,15.01,19.99,,33.18,
bee simulator,15.01,19.99,19.99,33.18,33.18
those who remain,15.01,19.99,19.99,33.18,33.18
blightbound,15.01,19.99,19.99,33.18,33.18
control ultimate edition,30.03,39.99,39.99,33.17,33.17
i am setsuna,30.03,39.99,,33.17,
hazel sky,18.77,24.99,24.99,33.14,33.14
mother russia bleeds,11.26,14.99,,33.13,
crawl,11.26,14.99,14.99,33.13,33.13
giana sisters: twisted dreams,11.26,14.99,,33.13,
olija,11.26,14.99,14.99,33.13,33.13
i hate running backwards,11.26,14.99,14.99,33.13,33.13
a robot named fight!,11.26,14.99,,33.13,
screencheat,11.26,14.99,14.99,33.13,33.13
keep talking and nobody explodes,11.26,14.99,14.99,33.13,33.13
olliolli2: welcome to olliwood,11.26,14.99,,33.13,
oninaki,37.55,49.99,,33.13,
the dark pictures anthology: man of medan,15.02,19.99,19.99,33.09,33.09
scheming through the zombie apocalypse ep2: caged,3.75,4.99,4.99,33.07,33.07
weakwood throne,3.75,4.99,4.99,33.07,33.07
aqua moto racing utopia,9.77,12.99,12.99,32.96,32.96
ratchet & clank: rift apart,52.66,69.99,,32.91,
disgaea 6 complete,52.66,69.99,,32.91,
the backrooms: survival,8.28,10.99,,32.73,
mountain racing,3.76,4.99,,32.71,
the sisters 2 - road to fame,22.6,29.99,29.99,32.7,32.7
we were here together,9.79,12.99,12.99,32.69,32.69
35mm,7.53,9.99,9.99,32.67,32.67
mickey storm and the cursed mask,7.53,9.99,17.99,32.67,138.91
dredge,18.84,24.99,14.99,32.64,-20.44
slide stars,6.78,8.99,8.99,32.6,32.6
tumblestone,18.85,24.99,19.99,32.57,6.05
in nightmare,15.08,19.99,,32.56,
lonely mountains: downhill,15.08,19.99,19.99,32.56,32.56
elite dangerous,15.08,19.99,,32.56,
a memoir blue,6.03,7.99,7.99,32.5,32.5
iron crypticle,7.54,9.99,9.99,32.49,32.49
blaster master zero 3,11.32,14.99,14.99,32.42,32.42
no son of mine,11.32,14.99,14.99,32.42,32.42
gunvolt chronicles: luminous avenger ix,11.32,14.99,14.99,32.42,32.42
saturnalia,15.1,19.99,19.99,32.38,32.38
okami hd,15.1,19.99,,32.38,
border bots vr,15.1,19.99,,32.38,
planet of lana,15.1,19.99,19.99,32.38,32.38
danganronpa s: ultimate summer camp,15.1,19.99,,32.38,
dragon marked for death,30.21,39.99,,32.37,
witch rise,3.77,4.99,4.99,32.36,32.36
night lights,3.77,4.99,4.99,32.36,32.36
neon white,18.88,24.99,24.99,32.36,32.36
redemption reapers,22.66,29.99,,32.35,
blasphemous 2,22.66,29.99,14.99,32.35,-33.85
dark quest 3,14.35,18.99,14.99,32.33,4.46
blaster master zero 2,7.55,9.99,9.99,32.32,32.32
please fix the road,7.55,9.99,9.99,32.32,32.32
right and down,7.55,9.99,,32.32,
hohokum,7.55,9.99,,32.32,
bloodstained: curse of the moon,7.55,9.99,9.99,32.32,32.32
echoblade,7.55,9.99,9.99,32.32,32.32
shanghai summer,11.33,14.99,,32.3,
rogue trooper redux,18.91,24.99,24.99,32.15,32.15
pocket academy,7.41,9.79,11.99,32.12,61.81
the valiant,18.92,24.99,24.99,32.08,32.08
pawarumi,11.35,14.99,14.99,32.07,32.07
whitetail challenge,3.78,4.99,,32.01,
hellsweeper vr,22.72,29.99,,32.0,
guilty gear,7.57,9.99,,31.97,
atama,7.57,9.99,9.99,31.97,31.97
broken age,11.36,14.99,14.99,31.95,31.95
timemelters,15.15,19.99,,31.95,
don't knock twice,15.16,19.99,12.49,31.86,-17.61
costume quest 2,11.37,14.99,14.99,31.84,31.84
steins;gate 0,24.65,32.49,11.26,31.81,-54.32
crypt of the serpent king,1.51,1.99,1.99,31.79,31.79
jurassic world evolution 2,45.52,59.99,59.99,31.79,31.79
"warhammer 40,000: chaos gate - daemonhunters",34.14,44.99,44.99,31.78,31.78
far: changing tides,15.17,19.99,19.99,31.77,31.77
apico,15.17,19.99,19.99,31.77,31.77
deliver us mars,22.76,29.99,29.99,31.77,31.77
zombie watch,11.38,14.99,11.99,31.72,5.36
ghost teen escape from limbo,3.79,4.99,4.99,31.66,31.66
choice of life: middle ages 2,5.31,6.99,6.99,31.64,31.64
lit: bend the light,6.07,7.99,7.99,31.63,31.63
thy sword,7.59,9.99,9.99,31.62,31.62
space docker vr,11.01,14.49,,31.61,
bonfire peaks,15.19,19.99,,31.6,
daydream: forgotten sorrow,15.19,19.99,19.99,31.6,31.6
powerslave exhumed,15.19,19.99,19.99,31.6,31.6
barn finders,15.19,19.99,19.99,31.6,31.6
what the bat?,18.99,24.99,,31.6,
hotel transylvania 3: monsters overboard,18.99,24.99,24.99,31.6,31.6
awaken - astral blade,18.99,24.99,,31.6,
under the waves,22.79,29.99,29.99,31.59,31.59
teenage mutant ninja turtles: the cowabunga collection,30.39,39.99,39.99,31.59,31.59
postal 4: no regerts,30.39,39.99,,31.59,
the great ace attorney chronicles,30.39,39.99,,31.59,
mx vs atv legends,30.39,39.99,39.99,31.59,31.59
custom mech wars,37.99,49.99,,31.59,
"warhammer 40,000: space marine 2",53.19,69.99,69.99,31.58,31.58
massira,9.88,12.99,,31.48,
catmaze,7.6,9.99,9.99,31.45,31.45
untitled goose game,15.21,19.99,19.99,31.43,31.43
ravenswatch,22.82,29.99,29.99,31.42,31.42
before exit: supermarket,5.32,6.99,,31.39,
river city melee mach!!,10.65,13.99,,31.36,
a bastard's tale,3.8,4.99,,31.32,
save your nuts,7.61,9.99,9.99,31.27,31.27
until the last plane,7.61,9.99,9.99,31.27,31.27
hammerwatch anniversary edition,15.23,19.99,19.99,31.25,31.25
surviving the aftermath,22.86,29.99,,31.19,
infinity runner,5.33,6.99,6.99,31.14,31.14
cat's request,7.62,9.99,,31.1,
back in 1995,7.62,9.99,9.99,31.1,31.1
real estate simulator - from bum to millionaire,9.91,12.99,,31.08,
nurse love syndrome,30.52,39.99,,31.03,
ed-0: zombie uprising,22.89,29.99,5.99,31.02,-73.83
edge of eternity,22.89,29.99,29.99,31.02,31.02
touring karts,15.26,19.99,,31.0,
the metronomicon: slay the dance floor,15.26,19.99,19.99,31.0,31.0
turok 2: seeds of evil,15.26,19.99,19.99,31.0,31.0
last escape: dead complex,3.81,4.99,4.99,30.97,30.97
wreckfest,22.92,29.99,29.99,30.85,30.85
cocoon,19.1,24.99,24.99,30.84,30.84
can't drive this,17.19,22.49,19.99,30.83,16.29
pretty girls klondike solitaire plus,4.58,5.99,,30.79,
pretty girls escape plus,4.58,5.99,,30.79,
adrian's tale,9.55,12.49,14.99,30.79,56.96
super bullet break,15.29,19.99,,30.74,
nidhogg 2,11.47,14.99,14.99,30.69,30.69
there came an echo,11.47,14.99,,30.69,
detention,9.94,12.99,,30.68,
sunnyside,26.78,34.99,34.99,30.66,30.66
super night riders,3.82,4.99,4.99,30.63,30.63
nostalgic train,10.71,13.99,13.99,30.63,30.63
super street: the game,19.13,24.99,24.99,30.63,30.63
new super lucky's tale,22.96,29.99,29.99,30.62,30.62
world soccer strikers '91,4.59,5.99,4.99,30.5,8.71
explosionade dx,4.59,5.99,5.99,30.5,30.5
crime boss: rockay city,15.32,19.99,19.99,30.48,30.48
darksiders warmastered edition,15.32,19.99,19.99,30.48,30.48
ys origin,15.32,19.99,19.99,30.48,30.48
dust & neon,15.32,19.99,19.99,30.48,30.48
fort triumph,15.32,19.99,19.99,30.48,30.48
wartile,15.32,19.99,19.99,30.48,30.48
the last worker,15.32,19.99,19.99,30.48,30.48
rad,15.32,19.99,19.99,30.48,30.48
onimusha: warlords,15.32,19.99,19.99,30.48,30.48
mark of the ninja: remastered,15.32,19.99,19.99,30.48,30.48
heroland,15.32,19.99,,30.48,
supermarket shriek,15.32,19.99,17.99,30.48,17.43
far cry 3,15.32,19.99,19.99,30.48,30.48
skul: the hero slayer,15.32,19.99,19.99,30.48,30.48
bookypets legends,15.32,19.99,,30.48,
brothers: a tale of two sons remake,15.32,19.99,19.99,30.48,30.48
inertial drift,15.32,19.99,19.99,30.48,30.48
surgeon simulator: experience reality,15.32,19.99,,30.48,
"cook, serve, delicious! 3?!",15.32,19.99,19.99,30.48,30.48
glitch busters: stuck on you,15.32,19.99,,30.48,
trinity fusion,15.32,19.99,19.99,30.48,30.48
my friend pedro,15.32,19.99,4.03,30.48,-73.69
aegis defenders,15.32,19.99,,30.48,
c14 dating,15.32,19.99,19.99,30.48,30.48
kingdom eighties,9.19,11.99,11.99,30.47,30.47
silk,9.19,11.99,11.99,30.47,30.47
flippin kaktus,9.19,11.99,11.99,30.47,30.47
catlateral damage: remeowstered,11.49,14.99,14.99,30.46,30.46
nippon marathon,11.49,14.99,14.99,30.46,30.46
spiderheck,11.49,14.99,14.99,30.46,30.46
magicka 2,11.49,14.99,,30.46,
blazing beaks,11.49,14.99,14.99,30.46,30.46
melon journey: bittersweet memories,11.49,14.99,1.59,30.46,-86.16
mad experiments: escape room,11.49,14.99,14.99,30.46,30.46
pig eat ball,11.49,14.99,14.99,30.46,30.46
sacred 3,11.49,14.99,19.99,30.46,73.98
totally reliable delivery service,11.49,14.99,14.99,30.46,30.46
salt and sanctuary,13.79,17.99,17.99,30.46,30.46
battle axe,22.99,29.99,29.99,30.45,30.45
dungeon defenders: awakened,22.99,29.99,29.99,30.45,30.45
observer: system redux,22.99,29.99,29.99,30.45,30.45
surviving mars,22.99,29.99,29.99,30.45,30.45
darksiders ii deathinitive edition,22.99,29.99,29.99,30.45,30.45
rune factory 4 special,22.99,29.99,4.49,30.45,-80.47
wrestlequest,22.99,29.99,29.99,30.45,30.45
eiyuden chronicle: hundred heroes,38.32,49.99,49.99,30.45,30.45
fate/extella link,38.32,49.99,,30.45,
descenders,19.16,24.99,,30.43,
final vendetta,19.16,24.99,24.99,30.43,30.43
loop8: summer of gods,30.66,39.99,3.99,30.43,-86.99
empire of sin,30.66,39.99,39.99,30.43,30.43
the settlers: new allies,30.66,39.99,39.99,30.43,30.43
darksiders iii,30.66,39.99,39.99,30.43,30.43
like a dragon: infinite wealth,53.66,69.99,69.99,30.43,30.43
moon raider,7.66,9.99,2.49,30.42,-67.49
light fairytale episode 2,7.66,9.99,9.99,30.42,30.42
last night of winter,7.66,9.99,9.99,30.42,30.42
catlateral damage,7.66,9.99,,30.42,
momodora: reverie under the moonlight,7.66,9.99,9.99,30.42,30.42
golf vs zombies,7.66,9.99,,30.42,
a virus named tom,7.66,9.99,,30.42,
pixelbot extreme!,7.66,9.99,,30.42,
plunder panic,7.66,9.99,9.99,30.42,30.42
light fairytale episode 1,7.66,9.99,9.99,30.42,30.42
sacred citadel,7.66,9.99,4.01,30.42,-47.65
"cook, serve, delicious! 2!!",9.96,12.99,12.99,30.42,30.42
let's cook together,12.26,15.99,12.99,30.42,5.95
mad experiments 2: escape room,9.97,12.99,12.99,30.29,30.29
fight of animals: arena,9.97,12.99,,30.29,
smurfs kart,23.02,29.99,29.99,30.28,30.28
cubixx hd,7.67,9.99,,30.25,
the complex,11.51,14.99,12.99,30.23,12.86
rivalia: dungeon raiders,11.51,14.99,,30.23,
mare,19.19,24.99,,30.22,
in my shadow,9.21,11.99,11.99,30.18,30.18
monster train,19.21,24.99,24.99,30.09,30.09
persona 5 tactica,46.12,59.99,59.99,30.07,30.07
circus electrique,15.37,19.99,19.99,30.06,30.06
tabletop cricket,9.99,12.99,,30.03,
demons with shotguns,9.99,12.99,12.99,30.03,30.03
creepy road,9.99,12.99,12.99,30.03,30.03
a hole new world,9.99,12.99,9.99,30.03,0.0
octodad: dadliest catch,11.53,14.99,14.99,30.01,30.01
bloody zombies,11.54,14.99,14.99,29.9,29.9
food truck simulator,15.39,19.99,9.99,29.89,-35.09
ritual: crown of horns,15.39,19.99,,29.89,
carrion,15.39,19.99,19.99,29.89,29.89
9 monkeys of shaolin,15.39,19.99,19.99,29.89,29.89
the padre,15.39,19.99,19.99,29.89,29.89
the assembly,23.09,29.99,18.49,29.88,-19.92
the thaumaturge,26.94,34.99,34.99,29.88,29.88
chime sharp,7.7,9.99,9.99,29.74,29.74
my horse: bonded spirits,15.41,19.99,19.99,29.72,29.72
danganronpa 2: goodbye despair,15.41,19.99,,29.72,
horatio goes snowboarding,5.39,6.99,6.99,29.68,29.68
super sports blast,19.27,24.99,24.99,29.68,29.68
graze counter gm,11.56,14.99,14.99,29.67,29.67
dungeon defenders,11.56,14.99,,29.67,
obliteracers,10.79,13.99,13.99,29.66,29.66
catty & batty: the spirit guide,3.85,4.99,4.99,29.61,29.61
goonya monster,15.43,19.99,,29.55,
stay out of the house,13.89,17.99,17.99,29.52,29.52
paleo pines,23.16,29.99,29.99,29.49,29.49
wizardry: proving grounds of the mad overlord,30.91,39.99,39.99,29.38,29.38
hello neighbor 2,30.92,39.99,39.99,29.33,29.33
clannad,34.79,44.99,,29.32,
the outer worlds: spacer's choice edition,46.39,59.99,59.99,29.32,29.32
gylt,15.46,19.99,19.99,29.3,29.3
apple slash,3.86,4.99,4.99,29.27,29.27
bunny reversi,1.54,1.99,,29.22,
earth defense force 5,46.46,59.99,,29.12,
thunder ray,11.61,14.99,14.99,29.11,29.11
incredible mandy,11.61,14.99,,29.11,
helvetii,13.16,16.99,,29.1,
urban flow,4.64,5.99,4.99,29.09,7.54
chipmonk!,7.74,9.99,9.99,29.07,29.07
jet set knights,7.74,9.99,4.29,29.07,-44.57
akka arrh,14.88,19.2,19.99,29.03,34.34
the wolf among us,11.62,14.99,14.99,29.0,29.0
lost ember,23.26,29.99,5.12,28.93,-77.99
100ft robot golf,7.75,9.99,,28.9,
kittengumi: the sakabato's thief,7.75,9.99,,28.9,
pilot sports,15.51,19.99,19.99,28.88,28.88
evil dead: the game,23.29,29.99,29.99,28.77,28.77
the elder scrolls v: skyrim special edition,31.06,39.99,39.99,28.75,28.75
blazerush,7.76,9.99,,28.74,
trenga unlimited,5.43,6.99,6.99,28.73,28.73
grood,3.88,4.99,4.99,28.61,28.61
the 7th guest vr,23.32,29.99,,28.6,
shredders,23.32,29.99,29.99,28.6,28.6
sea of memories,7.77,9.99,,28.57,
beat blaster,15.55,19.99,,28.55,
nascar arcade rush,38.93,49.99,49.99,28.41,28.41
tower princess,15.57,19.99,19.99,28.39,28.39
stonefly,15.57,19.99,19.99,28.39,28.39
ultra foodmess,3.11,3.99,,28.3,
night of the dead simulator,6.23,7.99,,28.25,
tetraminos,7.79,9.99,,28.24,
galaxy squad,7.79,9.99,9.99,28.24,28.24
pro fishing simulator,7.79,9.99,9.99,28.24,28.24
elea,7.79,9.99,,28.24,
the first tree,7.79,9.99,9.99,28.24,28.24
dragonridevr,11.69,14.99,,28.23,
super tennis blast,11.69,14.99,14.99,28.23,28.23
mxgp2 - the official motocross videogame,11.69,14.99,,28.23,
aground,11.69,14.99,14.99,28.23,28.23
lost sea,11.69,14.99,14.99,28.23,28.23
outcast - second contact,11.69,14.99,14.99,28.23,28.23
dead end job,13.25,16.99,16.99,28.23,28.23
gravel,15.59,19.99,19.99,28.22,28.22
naruto shippuden: ultimate ninja storm 4,15.59,19.99,,28.22,
sébastien loeb rally evo,15.59,19.99,19.99,28.22,28.22
spike volleyball,15.59,19.99,19.99,28.22,28.22
where the water tastes like wine,15.59,19.99,,28.22,
mordheim: city of the damned,15.59,19.99,19.99,28.22,28.22
rebel galaxy,15.59,19.99,19.99,28.22,28.22
hard reset redux,15.59,19.99,19.99,28.22,28.22
styx: master of shadows,15.59,19.99,19.99,28.22,28.22
anno: mutationem,19.49,24.99,,28.22,
days of doom,23.39,29.99,29.99,28.22,28.22
mxgp 2020 - the official motocross videogame,23.39,29.99,29.99,28.22,28.22
evil genius 2: world domination,31.19,39.99,39.99,28.21,28.21
the outlast trials,31.19,39.99,39.99,28.21,28.21
monster energy supercross - the official videogame 5,31.19,39.99,39.99,28.21,28.21
strange brigade,38.99,49.99,49.99,28.21,28.21
sniper elite 4,46.79,59.99,59.99,28.21,28.21
tower of guns,11.7,14.99,,28.12,
fight'n rage,15.61,19.99,19.99,28.06,28.06
god damn the garden,3.9,4.99,4.99,27.95,27.95
journey of the broken circle,9.99,12.78,7.99,27.93,-20.02
the wonderful one: after school hero,7.81,9.99,,27.91,
mini madness,7.81,9.99,1.99,27.91,-74.52
blocky farm,7.81,9.99,9.99,27.91,27.91
rise eterna war,7.81,9.99,9.99,27.91,27.91
this means warp,15.63,19.99,19.99,27.9,27.9
doom & destiny worlds,15.63,19.99,31.65,27.9,102.5
murderous muses,10.94,13.99,14.49,27.88,32.45
dark nights with poe and munro,10.16,12.99,11.99,27.85,18.01
dimension drive,10.16,12.99,12.99,27.85,27.85
pj masks: heroes of the night,31.28,39.99,,27.85,
witch on the holy night,35.19,44.99,,27.85,
speed 3: grand prix,9.38,11.99,,27.83,
hand of fate 2,23.46,29.99,29.99,27.83,27.83
operencia: the stolen sun,23.46,29.99,29.99,27.83,27.83
kumi-daiko beatoff,2.34,2.99,,27.78,
fearmonium,10.17,12.99,12.99,27.73,27.73
indoor kickball,11.74,14.99,14.99,27.68,27.68
zombies ate my neighbors and ghoul patrol,11.74,14.99,14.99,27.68,27.68
biomutant,31.32,39.99,9.48,27.68,-69.73
no more heroes 3,31.32,39.99,7.99,27.68,-74.49
sonic mania,15.66,19.99,19.99,27.65,27.65
disney universe,15.66,19.99,19.99,27.65,27.65
let's build a zoo,15.66,19.99,19.99,27.65,27.65
neon souls,3.91,4.99,4.99,27.62,27.62
guns'n'stories: bulletproof vr,7.83,9.99,,27.59,
almost my floor,7.83,9.99,9.99,27.59,27.59
tandem: a tale of shadows,7.83,9.99,9.99,27.59,27.59
jankenup!,5.48,6.99,5.99,27.55,9.31
coffee talk,10.97,13.99,13.99,27.53,27.53
jurassic park classic games collection,23.52,29.99,29.99,27.51,27.51
fallen legion: rise to glory,23.52,29.99,29.99,27.51,27.51
arzette: the jewel of faramore,15.68,19.99,19.99,27.49,27.49
tape: unveil the memories,15.68,19.99,,27.49,
like a dragon gaiden: the man who erased his name,39.21,49.99,49.99,27.49,27.49
one more dungeon 2,11.76,14.99,14.99,27.47,27.47
ara fell: enhanced edition,11.76,14.99,14.99,27.47,27.47
curious expedition,11.76,14.99,14.99,27.47,27.47
super time force ultra,11.76,14.99,,27.47,
superscout,16.31,20.79,,27.47,
super destronaut dx,3.92,4.99,4.99,27.3,27.3
the dragoness: command of the flame,15.71,19.99,19.99,27.24,27.24
little big workshop,15.72,19.99,19.99,27.16,27.16
chrono cross: the radical dreamers edition,15.72,19.99,19.99,27.16,27.16
gigantic: rampage edition,15.72,19.99,7.99,27.16,-49.17
the legend of tianding,15.72,19.99,19.99,27.16,27.16
